,region,response,coverage,education,effective_to_date,month,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
5311,west region,no,basic,high school or below,1/5/11,jan,employed,m,rural,divorced,personal auto,personal l3,offer4,web,two-door car,medsize
5312,central,no,basic,bachelor,2/24/11,feb,retired,m,suburban,married,personal auto,personal l2,offer1,agent,four-door car,medsize
5313,west region,no,basic,master,2/3/11,feb,employed,m,suburban,married,personal auto,personal l3,offer1,web,four-door car,medsize
5314,central,yes,basic,bachelor,1/26/11,jan,medical leave,m,suburban,divorced,personal auto,personal l3,offer1,agent,four-door car,medsize
5315,west region,no,basic,college,2/11/11,feb,employed,f,rural,divorced,personal auto,personal l2,offer2,call center,four-door car,medsize
5316,west region,no,basic,high school or below,2/3/11,feb,unemployed,m,suburban,single,personal auto,personal l2,offer1,call center,four-door car,medsize
5317,east,yes,extended,college,1/8/11,jan,unemployed,m,suburban,single,personal auto,personal l3,offer1,agent,suv,medsize
5318,west region,no,basic,college,1/23/11,jan,employed,m,suburban,single,corporate auto,corporate l3,offer4,branch,luxury car,medsize
5319,north west,yes,extended,college,2/14/11,feb,employed,f,suburban,married,personal auto,personal l3,offer1,branch,suv,medsize
5320,north west,no,extended,master,1/26/11,jan,unemployed,m,suburban,married,personal auto,personal l2,offer1,agent,sports car,medsize
5321,east,no,extended,high school or below,2/11/11,feb,unemployed,f,suburban,single,personal auto,personal l2,offer3,agent,four-door car,medsize
5322,north west,no,basic,college,1/29/11,jan,employed,f,rural,married,personal auto,personal l3,offer4,branch,two-door car,small
5323,central,no,premium,high school or below,1/19/11,jan,disabled,f,urban,married,personal auto,personal l1,offer2,agent,suv,medsize
5324,west region,no,extended,high school or below,1/9/11,jan,employed,f,urban,married,personal auto,personal l3,offer1,branch,sports car,medsize
5325,north west,no,extended,bachelor,2/5/11,feb,unemployed,f,suburban,single,personal auto,personal l2,offer1,branch,four-door car,medsize
5326,west region,no,basic,college,2/15/11,feb,unemployed,f,suburban,married,corporate auto,corporate l3,offer4,web,four-door car,medsize
5327,north west,no,basic,college,2/17/11,feb,employed,m,suburban,married,personal auto,personal l1,offer4,branch,four-door car,medsize
5328,central,no,extended,master,2/6/11,feb,disabled,f,rural,married,personal auto,personal l2,offer1,branch,suv,medsize
5329,north west,no,basic,bachelor,2/28/11,feb,employed,m,suburban,divorced,corporate auto,corporate l2,offer3,branch,suv,small
5330,central,no,extended,bachelor,2/16/11,feb,employed,f,rural,married,personal auto,personal l2,offer1,call center,four-door car,medsize
5331,north west,no,basic,bachelor,1/30/11,jan,employed,f,rural,single,corporate auto,corporate l3,offer1,call center,luxury suv,medsize
5332,west region,no,basic,bachelor,1/26/11,jan,employed,f,rural,married,personal auto,personal l3,offer2,agent,four-door car,medsize
5333,central,no,basic,college,2/11/11,feb,unemployed,f,suburban,single,corporate auto,corporate l2,offer1,agent,two-door car,medsize
5334,east,no,basic,high school or below,1/17/11,jan,employed,m,suburban,married,corporate auto,corporate l3,offer4,call center,two-door car,medsize
5335,west region,no,basic,high school or below,2/11/11,feb,employed,f,urban,married,corporate auto,corporate l3,offer1,branch,four-door car,medsize
5336,north west,no,extended,high school or below,2/17/11,feb,employed,m,urban,married,corporate auto,corporate l2,offer1,agent,four-door car,medsize
5337,central,no,extended,high school or below,1/6/11,jan,unemployed,m,suburban,single,personal auto,personal l3,offer1,call center,suv,medsize
5338,east,no,basic,high school or below,1/21/11,jan,unemployed,f,suburban,single,personal auto,personal l1,offer3,call center,four-door car,large
5339,central,no,basic,high school or below,1/27/11,jan,employed,f,suburban,divorced,personal auto,personal l3,offer2,call center,four-door car,small
5340,north west,no,basic,doctor,2/9/11,feb,employed,f,urban,single,personal auto,personal l1,offer1,agent,four-door car,medsize
5341,west region,yes,basic,college,2/28/11,feb,unemployed,m,suburban,divorced,personal auto,personal l2,offer1,agent,two-door car,medsize
5342,north west,no,basic,college,1/2/11,jan,unemployed,m,suburban,married,corporate auto,corporate l1,offer2,branch,four-door car,small
5343,central,no,premium,high school or below,1/23/11,jan,unemployed,f,suburban,single,personal auto,personal l3,offer1,branch,four-door car,medsize
5344,west region,no,extended,master,2/19/11,feb,employed,m,suburban,married,corporate auto,corporate l1,offer3,agent,four-door car,medsize
5345,north west,no,extended,college,2/1/11,feb,retired,f,suburban,single,corporate auto,corporate l3,offer1,branch,four-door car,small
5346,north west,yes,premium,bachelor,2/16/11,feb,disabled,f,suburban,divorced,special auto,special l2,offer1,agent,four-door car,medsize
5347,central,yes,basic,college,2/21/11,feb,unemployed,f,suburban,divorced,personal auto,personal l1,offer1,agent,suv,medsize
5348,north west,no,extended,bachelor,1/24/11,jan,employed,m,suburban,married,special auto,special l2,offer1,agent,suv,medsize
5349,central,no,extended,college,2/22/11,feb,employed,f,suburban,married,personal auto,personal l3,offer1,branch,four-door car,medsize
5350,west region,no,extended,doctor,2/21/11,feb,disabled,m,suburban,married,personal auto,personal l2,offer4,call center,two-door car,medsize
5351,north west,no,basic,bachelor,2/11/11,feb,employed,f,suburban,divorced,personal auto,personal l3,offer1,web,four-door car,large
5352,north west,no,basic,bachelor,1/20/11,jan,employed,m,suburban,divorced,personal auto,personal l2,offer4,web,four-door car,small
5353,west region,no,basic,bachelor,2/14/11,feb,employed,f,rural,married,corporate auto,corporate l3,offer4,call center,two-door car,medsize
5354,north west,no,basic,bachelor,1/28/11,jan,disabled,f,suburban,single,personal auto,personal l2,offer1,call center,four-door car,small
5355,west region,no,extended,high school or below,2/21/11,feb,employed,f,suburban,married,personal auto,personal l3,offer2,call center,four-door car,medsize
5356,central,yes,extended,bachelor,1/27/11,jan,unemployed,f,suburban,divorced,personal auto,personal l2,offer1,call center,two-door car,large
5357,west region,no,basic,college,2/7/11,feb,unemployed,m,suburban,single,personal auto,personal l3,offer2,agent,four-door car,medsize
5358,west region,no,basic,college,1/26/11,jan,employed,m,urban,married,personal auto,personal l1,offer2,web,two-door car,medsize
5359,central,yes,extended,college,1/5/11,jan,employed,m,urban,divorced,corporate auto,corporate l1,offer2,call center,four-door car,medsize
5360,central,yes,basic,high school or below,2/14/11,feb,employed,f,rural,single,corporate auto,corporate l3,offer2,agent,four-door car,medsize
5361,north west,no,basic,college,1/17/11,jan,employed,f,suburban,married,personal auto,personal l3,offer1,agent,four-door car,small
5362,west region,no,extended,bachelor,2/22/11,feb,employed,m,suburban,married,personal auto,personal l1,offer1,agent,four-door car,small
5363,north west,no,basic,college,1/28/11,jan,employed,m,rural,married,personal auto,personal l3,offer1,branch,four-door car,medsize
5364,central,no,extended,high school or below,2/5/11,feb,medical leave,m,suburban,married,personal auto,personal l2,offer1,call center,four-door car,medsize
5365,west region,no,extended,high school or below,1/29/11,jan,unemployed,m,suburban,single,personal auto,personal l3,offer4,web,two-door car,small
5366,east,no,basic,high school or below,1/3/11,jan,unemployed,f,suburban,single,corporate auto,corporate l3,offer1,agent,four-door car,medsize
5367,west region,no,extended,master,1/15/11,jan,employed,m,rural,married,personal auto,personal l3,offer4,call center,four-door car,medsize
5368,central,yes,basic,college,2/5/11,feb,employed,m,urban,married,personal auto,personal l1,offer1,agent,suv,medsize
5369,west region,no,basic,bachelor,1/1/11,jan,employed,m,suburban,married,corporate auto,corporate l2,offer2,agent,four-door car,medsize
5370,west region,yes,premium,bachelor,1/5/11,jan,retired,f,suburban,married,personal auto,personal l3,offer1,agent,luxury suv,medsize
5371,central,no,extended,master,1/17/11,jan,employed,f,suburban,married,personal auto,personal l2,offer1,web,two-door car,medsize
5372,north west,no,extended,bachelor,2/6/11,feb,employed,m,suburban,divorced,personal auto,personal l3,offer1,agent,four-door car,medsize
5373,west region,no,basic,doctor,1/23/11,jan,employed,m,urban,divorced,personal auto,personal l2,offer3,agent,two-door car,medsize
5374,central,no,basic,college,2/14/11,feb,employed,m,urban,single,personal auto,personal l3,offer4,branch,two-door car,medsize
5375,west region,no,extended,bachelor,1/4/11,jan,unemployed,m,suburban,single,personal auto,personal l3,offer4,web,four-door car,medsize
5376,north west,yes,basic,bachelor,1/27/11,jan,employed,m,suburban,married,personal auto,personal l3,offer2,call center,four-door car,medsize
5377,west region,no,premium,bachelor,1/4/11,jan,employed,m,rural,married,personal auto,personal l2,offer2,branch,two-door car,medsize
5378,west region,no,basic,bachelor,1/10/11,jan,unemployed,f,suburban,married,corporate auto,corporate l3,offer2,call center,suv,medsize
5379,central,no,premium,high school or below,1/23/11,jan,employed,m,rural,married,corporate auto,corporate l3,offer3,agent,four-door car,medsize
5380,central,no,extended,doctor,2/12/11,feb,medical leave,f,urban,married,personal auto,personal l2,offer2,web,sports car,small
5381,central,no,basic,college,2/27/11,feb,employed,f,urban,married,personal auto,personal l1,offer1,agent,four-door car,medsize
5382,central,no,basic,high school or below,1/10/11,jan,employed,m,suburban,married,corporate auto,corporate l1,offer3,branch,two-door car,small
5383,west region,no,extended,bachelor,1/22/11,jan,employed,m,suburban,single,personal auto,personal l1,offer1,call center,two-door car,medsize
5384,central,no,basic,college,2/20/11,feb,unemployed,m,suburban,single,personal auto,personal l3,offer1,agent,four-door car,medsize
5385,central,no,basic,college,2/2/11,feb,unemployed,f,suburban,single,personal auto,personal l3,offer1,agent,four-door car,medsize
5386,west region,no,basic,high school or below,1/25/11,jan,employed,m,rural,married,corporate auto,corporate l2,offer4,call center,two-door car,large
5387,east,yes,basic,college,2/20/11,feb,employed,m,urban,single,corporate auto,corporate l1,offer2,agent,four-door car,medsize
5388,west region,yes,basic,high school or below,1/19/11,jan,medical leave,f,suburban,married,personal auto,personal l1,offer2,call center,suv,medsize
5389,central,no,basic,bachelor,1/10/11,jan,employed,m,rural,married,corporate auto,corporate l3,offer4,call center,suv,small
5390,west region,no,basic,master,2/13/11,feb,medical leave,m,suburban,divorced,personal auto,personal l3,offer1,agent,four-door car,small
5391,north west,yes,basic,high school or below,1/29/11,jan,employed,f,urban,married,personal auto,personal l3,offer1,agent,suv,medsize
5392,west region,no,basic,high school or below,1/23/11,jan,employed,m,urban,married,personal auto,personal l2,offer4,web,two-door car,medsize
5393,north west,no,basic,bachelor,1/15/11,jan,employed,f,rural,married,corporate auto,corporate l2,offer2,web,four-door car,medsize
5394,central,yes,basic,bachelor,1/10/11,jan,unemployed,f,suburban,married,personal auto,personal l3,offer2,call center,four-door car,large
5395,central,no,basic,high school or below,2/4/11,feb,employed,f,rural,married,personal auto,personal l1,offer2,call center,suv,medsize
5396,north west,no,basic,bachelor,1/13/11,jan,unemployed,m,suburban,single,personal auto,personal l3,offer1,agent,suv,medsize
5397,north west,no,premium,bachelor,2/25/11,feb,employed,f,suburban,married,personal auto,personal l3,offer3,call center,suv,medsize
5398,east,yes,extended,college,1/11/11,jan,employed,m,suburban,single,special auto,special l3,offer2,branch,four-door car,medsize
5399,west region,no,extended,bachelor,1/18/11,jan,unemployed,m,urban,married,corporate auto,corporate l3,offer1,branch,suv,medsize
5400,west region,no,basic,bachelor,1/22/11,jan,employed,f,urban,married,personal auto,personal l3,offer2,branch,suv,medsize
5401,west region,no,basic,high school or below,2/14/11,feb,unemployed,f,suburban,married,personal auto,personal l3,offer3,call center,four-door car,small
5402,central,no,basic,high school or below,2/26/11,feb,unemployed,f,suburban,married,personal auto,personal l3,offer1,call center,four-door car,medsize
5403,north west,no,basic,master,1/8/11,jan,employed,f,suburban,married,personal auto,personal l3,offer2,agent,sports car,medsize
5404,west region,no,basic,college,2/25/11,feb,employed,m,urban,divorced,corporate auto,corporate l3,offer2,agent,suv,medsize
5405,west region,yes,basic,bachelor,1/13/11,jan,employed,m,suburban,divorced,personal auto,personal l1,offer1,agent,four-door car,medsize
5406,west region,no,basic,high school or below,1/17/11,jan,employed,f,suburban,married,personal auto,personal l2,offer2,agent,four-door car,medsize
5407,west region,no,basic,high school or below,1/7/11,jan,employed,f,suburban,married,personal auto,personal l3,offer2,agent,four-door car,large
5408,central,no,basic,bachelor,1/16/11,jan,employed,f,rural,single,personal auto,personal l3,offer1,agent,two-door car,medsize
5409,east,no,basic,college,2/25/11,feb,employed,m,suburban,married,personal auto,personal l2,offer1,agent,four-door car,medsize
